Gloss	Central Pomo	Central Yana	Chimariko	Cocopa	Eastern Pomo	Highland Chontal	Ipai	Karok	Kashaya	Mohave	Northeastern Pomo	Northern Pomo	Northern Yana	Seri	Shasta	Southeastern Pomo	Southern Pomo	Tipay	Yahi	Yavapai
THIS_Chimariko_1			kʰˈiwat~kˈiwot																	
THIS_Karuk_1								paj												
THIS_Pomo_1					me				maʔu							mˈiji	mˈaːmu			
THIS_Pomo_2	bal																			
THIS_Pomo_3												ʔal								
THIS_Seri_1														ʔipˈiːχ						
THIS_Shastan_1															weː					
THIS_Tequistlatecan_1						hikˈija														
THIS_Yana_1		aiʦʰ											aiʦʰ							
THIS_Yuman_1				piː~ʔupˈiː			pəjaː			viðaʧ								pəjˈa		βjˈa
THOU_Chimariko_1			mˈamot																	
THOU_Karuk_1								íːm												
THOU_Pomo_1	ma				ma				ma		ˈama	ma				ma	ʔˈaːma			
THOU_Seri_1														mɛ						
THOU_Shastan_1															maːʔi					
THOU_Tequistlatecan_1						ʔimˈaʔ														
THOU_Yana_1		aiʔnuma											aiʔnuma						aiʔnuma	
THOU_Yuman_1				mapˈuʧ			maː			maɲʧ								maːʧ		mˈaːʧ
TONGUE_Chimariko_1			hˈipʰen																	
TONGUE_Karuk_1								ápɾiːh												
TONGUE_Pomo_1	hˈawba				bal				haːba		hˈuʔbaː	hˈabaː				bal	hˈibʔa			
TONGUE_Seri_1														ipɬ						
TONGUE_Shastan_1															ʔéhena					
TONGUE_Tequistlatecan_1						ɬabˈaɬ														
TONGUE_Yana_1													pawaʔla						pawaʔna	
TONGUE_Yuman_1				mpaʎ̥			ən̪əpaɬ			iːpaʎ								xənpˈaɬ		himpˈál~himpˈâl
TOOTH_Chimariko_1			hˈuʦʼʲu																	
TOOTH_Karuk_1								βuh												
TOOTH_Pomo_1	ʔo				jaːʔˈo				hoʔo		ʔo	ʔo				ʔo	hˈoʔːo			
TOOTH_Seri_1														itˈaːst						
TOOTH_Shastan_1															ʔíʧːaw					
TOOTH_Tequistlatecan_1						lˈaʔaj														
TOOTH_Yana_1		kʰiʦʼauna																	kʰiʦʼauna	
TOOTH_Yuman_1				ʔijˈa			əjaːw			iːðoː										jˈoˑ
TREE_Chimariko_1			ˈatʲa~ˈaʦʲa~aʦʲːa																	
TREE_Karuk_1								ípaha~ípa												
TREE_Pomo_1	kʰle				xaːlˈeː				qʰale		kʰˈali	kʰalˈe				χalˈe	kʰˈaːle			
TREE_Seri_1														ʔˈɛʔɛ						
TREE_Shastan_1															ʔákaːhaː					
TREE_Tequistlatecan_1						ʔˈalʔek														
TREE_Yana_1		ʔina											ʔina						ʔiwi	
TREE_Yuman_1				ʔajˈaː																
TREE_Yuman_2							ʔilʲ											ʔiː		ʔʔˈiˑ
TWO_Chimariko_1			χˈoqχu																	
TWO_Karuk_1								áxak												
TWO_Pomo_1	kʰoː				xoʧʰ				qʰoː		kʰoʔˈoːkai	kʰoː				χos	ʔˈakʰːo			
TWO_Seri_1														koːkx						
TWO_Shastan_1															xúkʼːa					
TWO_Tequistlatecan_1						ʔoɡˈeʔ														
TWO_Yana_1		ux											ux						ux	
TWO_Yuman_1				xwak			xəwak			havikk								xəwˈak		hwˈâki
WALK_Chimariko_1			hˈuwam																	
WALK_Karuk_1								áhoː												
WALK_Pomo_1					wˈaduːkˌiː				w							wal				
WALK_Pomo_2												hu								
WALK_Seri_1														kontˈika						
WALK_Shastan_1															kʼwátːaʔ					
WALK_Tequistlatecan_1						diʔwˈaʔma														
WALK_Yana_1		ni											ni						ni	
WALK_Yana_2		ha											ha						ha	
WALK_Yuman_1				ʔaː			waː			ijemk								aː		jˈaˑmi~jˈami
WARM_Chimariko_1			ʔˈelohtʼa																	
WARM_Karuk_1								imfiɾ												
WARM_Pomo_1	ho				xo				ʔoho			ho					ʔˈohːo			
WARM_Pomo_2																mit̪ʼe				
WARM_Pomo_3											moʔʦʼˈolon									
WARM_Seri_1														kmatx						
WARM_Shastan_1															ʔáːtitʼːúʔ					
WARM_Tequistlatecan_1						ʔinˈuʔ														
WARM_Yana_1		jaripʼa											jaripʼa							
WARM_Yana_2																			aʔnaina	
WARM_Yuman_1										ipiʎk~ipiːʎk										
WARM_Yuman_2				ʎ̥ap														ʎ̥ap		
WARM_Yuman_3							wəɹaːw													ʔrˈuji
WATER_Chimariko_1			aqʰˈa																	
WATER_Karuk_1								íʃaha												
WATER_Karuk_2								áːs												
WATER_Pomo_1	kʰa				xa				ʔahqʰa		kʰa	kʰa				χa	ʔˈahkʰa			
WATER_Seri_1														ʔaχ						
WATER_Shastan_1															ʔáʦːa					
WATER_Tequistlatecan_1						lˈahaʔ														
WATER_Yana_1		xana											xana						xana	
WATER_Yuman_1				xa			ʔəxaː			ʔaha								xa		ʔhˈá
WE_Chimariko_1			nˈaːʧʰitas																	
WE_Karuk_1								núː												
WE_Pomo_1	ja				waː				ja		ˈajaː	ja				wij	ʔˈaːja			
WE_Seri_1														ʔɛ						
WE_Shastan_1															ʧaːkʼá					
WE_Tequistlatecan_1						ʔijˈaŋkʼ														
WE_Yana_1		aikʰiʔniki											aikʰiʔniki						aikʰiʔniki	
WE_Yuman_1				ɲaːʧ			ʔənʲaːwapʧ			ʔiɲeːʧvʧ								ɲaʔwˈaʧ		ʔɲˈaʧβ
WHAT_Chimariko_1			pˈaʦʰʲi~pʰˈaʦʰʲi																	
WHAT_Karuk_1								fâːt												
WHAT_Pomo_1	kʼˈowa								baqʼoː			kʼo					bˈaːkʼo			
WHAT_Pomo_2					ʧʰi															
WHAT_Pomo_3																ʔˈawi				
WHAT_Pomo_4											pʰaːʃka									
WHAT_Seri_1														aʃ						
WHAT_Shastan_1															kuːʧʼá					
WHAT_Tequistlatecan_1						de														
WHAT_Yana_1		aʦʰiːma											aʦʰiːma							
WHAT_Yana_2																			ʔahʦa	
WHAT_Yuman_1										kuːʧ										
WHAT_Yuman_2				luːɲ																
WHAT_Yuman_3																				kˈaβ
WHAT_Yuman_4																		maːjˈiːʧ		
WHAT_Yuman_5							ʔuːʧ													
WHITE_Chimariko_1			mˈeneʔi																	
WHITE_Karuk_1								ʧánʧaːfkuniʃ												
WHITE_Pomo_1	kaːlˈe								qahle			kalˈe					kˈahle			
WHITE_Pomo_2					pʰiːt̪ʼˈaw															
WHITE_Pomo_3																t̪ʼˈot̪ʼo				
WHITE_Pomo_4											tʰˈajan									
WHITE_Seri_1														koːχp						
WHITE_Shastan_1															ʔítʼaːjú					
WHITE_Tequistlatecan_1						ʔafˈuhɡa														
WHITE_Yana_1		talapʔsa											tʼalapʔ						tʼalapʔ	
WHITE_Yuman_1							n̪əməʂap			ɲamasav								ɲəmʃˈap		ɲmsˈaβi
WHITE_Yuman_2				xmaːʎ̥																
WHO_Chimariko_1			qʰˈomasʲ																	
WHO_Karuk_1								akâːj												
WHO_Pomo_1					kiːjˈaː				ʧibaː			ʧˈibaː								
WHO_Pomo_2											t̪ʰˈaʔa					ʦˈaʔe	ʧˈaʔːa			
WHO_Pomo_3	bˈaːwa																			
WHO_Seri_1														kiːʔ						
WHO_Shastan_1															tákaː					
WHO_Tequistlatecan_1						nˈajʦi														
WHO_Yana_1		ʔampima											ʔappima						ʔampima	
WHO_Yuman_1										makaʧ										βkˈa
WHO_Yuman_2				luːɲ																
WHO_Yuman_3							maːp											məʔˈap		
WIND_Chimariko_1			hˈikʼoseʔ																	
WIND_Karuk_1								ikɾéːmjah												
WIND_Pomo_1	ja				j̥ˈa				ʔihja		hˈija	ja				ja	ʔihja			
WIND_Seri_1														ʔai						
WIND_Shastan_1															ʔáːska					
WIND_Tequistlatecan_1						ɬˈawaʔ														
WIND_Yana_1		ʦukʼalla											ʦukʼalla						ʦuʔkʼalla	
WIND_Yuman_1				ʧxa						mataha~matha								mat̪xˈa		mˌathˈaja~mˌathˈâːja~mˌathˈája
WIND_Yuman_2							jaːjp													
WOMAN_Chimariko_1			pˈunsar~pˈunsaːr~pˈunʦaːr																	
WOMAN_Karuk_1								asiktáβaːn												
WOMAN_Pomo_1	mˈaːt̪a								ʔimaːt̪a			mˈaːt̪a								
WOMAN_Pomo_2																	bˈaʔaj			
WOMAN_Pomo_3					da						dˈaki									
WOMAN_Pomo_4																bitˈed				
WOMAN_Seri_1														kmaːm						
WOMAN_Shastan_1															taríːʧʼiʔ					
WOMAN_Tequistlatecan_1						ɬaɡˈaʔno														
WOMAN_Yana_1		mariʔmi											mariʔmi						mariʔmi	
WOMAN_Yuman_1				sʔak						θiɲaʔaːk								ɲəʧʔˈak		
WOMAN_Yuman_2																				βqˈí~pqˈí
WOMAN_Yuman_3							sinʲ			θiɲaʔaːk										
WORM_Chimariko_1			hemuta																	
WORM_Karuk_1								βákaj												
WORM_Pomo_1									bila											
WORM_Pomo_2					kʰˈol															
WORM_Shastan_1															ʔámtaːwa					
WORM_Tequistlatecan_1						ɬabˈimi														
WORM_Yana_1		piːna																		
WORM_Yuman_1				maʔˈiːʎ̥			iɬ			iʔˈiːʎva										ʔʔˈîˑla
YEAR_Karuk_1								háɾinaj												
YEAR_Pomo_1									mal			jemal								
YEAR_Pomo_2					xuːʦʼˈaj															
YEAR_Pomo_3																mutin				
YEAR_Seri_1														ʔant						
YEAR_Shastan_1															ʧʼikíːsuʔ					
YEAR_Tequistlatecan_1						ɬˈamaʦʼ														
YEAR_Yuman_-1							(ʔaːnʲ)													
YEAR_Yuman_1										hoðe~huːðe										
YEAR_Yuman_2				mˌatkˈaːm														matwˈam		
YEAR_Yuman_3																				ʔʧʰˈura
YELLOW_Karuk_1								θúkinkuniʃ												
YELLOW_Pomo_1									qʰalaːʧ											
YELLOW_Pomo_2																	biʔdˈubotʼ			
YELLOW_Pomo_3	ʧˈot̪ʼəʃəba																			
YELLOW_Pomo_4					quːʃˈiliʃiːbˌa							ʧiʃˈilʃiba								
YELLOW_Pomo_5																kiʔˈilt̪ʼo				
YELLOW_Pomo_6											kʰaʃˈiʔba									
YELLOW_Seri_1														kmˈasoɬ						
YELLOW_Shastan_1															xanːárkʼéːʔeːkikʼárik					
YELLOW_Tequistlatecan_1						ʔundˈaʔe														
YELLOW_Yana_1		tamuxtuisa											muxtui						tamustuisa	
YELLOW_Yuman_1				qʷaʂ			ʔəkʷas			ʔaqʷaθm~ʔaqʷaːθm								kʷas		ʔqʷˈaθi
