	Aichi	Akita	Aomori	Chiba	Ehime	Fukui	Fukuoka	Fukushima	Gifu	Gunma	Hachijō	Hateruma	Hirara	Hiroshima	Hokkaidō	Hyōgo	Ibaraki	Ikema	Irafu	Ishigaki	Ishikawa	Iwate	Kagawa	Kagoshima	Kanagawa	Kumamoto	Kyōtō	Kōchi	Mie	Miyagi	Miyazaki	Nagano	Nagasaki	Nara	Naze	Niigata	Okayama	Okinawa	Old Japanese	Saga	Saitama	Shiga	Shimane	Shizuoka	Taketomi	Tarama	Tochigi	Tokushima	Tottori	Toyama	Tōkyō	Wakayama	Yamagata	Yamaguchi	Yamanashi	Yonaguni	Ōita	Ōsaka
SMALL_7					komai		komaka							komaː		komai							koɴmai	kome		komaɴka		koɴmai			koɴme						komɛː			komaka				kosui				komai	komai					komɛː			koɴmeː	
SMALL_8																																						βuːʃeɴ					hoʃe															
SMALL_9																																			ʦɨbimuɴ																							
SMOKE (EXHAUST)_1	keburi	kemuri	kemu	kebu	kemuri	keburi	kemuri	kemuri	keburi	kemuri	kemu	kipusɨː	kivu̥sɨ	keburi	kemuri	keburi	kemuri	kjuːsɨ	kivu̥sɨ	kifuː	kemuri	kemuri	kemuri	kemui	kebu	keburi	kemuri	kemuri	keburi	kemuri	kemuri	kebu	kemuri	kemuri	ksɨbuʃi	kemu	kemuri	kibui	keburi	kebui	kebu	kemuri	kemoː	kebu	kiboːʃi	kiβusɨ	kemuri	kemuri	kemuri	keburi	kemuri	keburi	kemuri	kemuri	kemuri	kibuɴʧi	kemuri	keburi
SNAKE_1	kuʧinawa						kuʧinawa							kuʧinawa		kuʦuna													kuʧinawa				kuʧinawa				kuʧinawa			kuʧinawa			kuʧinawa					ɡuʧinawa	kuʧinawa			kuʧinaː				tuɡara		
SNAKE_2						heːbu						paku	pau					hau	pavu̥	habu															habu			βabu							pabu													
SNAKE_3		βeɴbi	heɴbi	hebi	hebi			hebi	heɴbi	hebi	hebime				hebi		hebi				hebi	çeɴbi	hebi	heʔ	hebi	hebi	hebi	hebi		hebi	hebi	hebi		hebi		hebi			həmi		hebi	heːbi		heːbi			hebi			heːbi	hebi		βeɴbi	hebi	hebi		hebi	hebi
SNAKE_4																																														poː												
STAND_1	taʦu	taʤi	taʣu	taʦu	taʦu	taʦu	taʦu	taʧi	taʦu	taʦu	taʦu	taʦɨɴ	taʦɨ	taʦu	taʦu	taʦu	taʦu	taʦɨ	taβu	taʦuɴ	taʦu	taʣu	tateru	taʔ	taʦu	taʦu	taʦu	tateru	taʦu	taʣu	taʦu	taʦu	taʦu	taʦu	taʧuɴ	taʦu	tateru	taʔtuɴ	tatu	taʦu	taʦu	taʦu	taʧi	taʦu	tatuɴ	taʦɨ	taʣu	taʦu	taʦu	taʦu	taʦu	taʦu	taʤi	taʦu	taʦu	tatʔuɴ	tatu	taʦu
STAR_1												puʦɨ	pusɨ					βusɨ	pusɨ	pusɨ															βusɨ											pusɨ												
STAR_2						ohoʃisaɴ			ohoʔsama							hoʔsaɴ	ohoʔsama					ohosusama	ohoʔsaɴ		hoːʃisaɴ					ohosusama	hoʔsama	ohoʃisaɴ										hoʔsaɴ								hoʔsaɴ		hoʔsaɴ						hoʔsaɴ
STAR_3	hoʃi	hoʃi	hosu	hoʃi	hoʃi		hoʃi	hoʃi		hoʃi	hoʃi			hoʃi	hoʃi						hoʃi			hoʃi̥		hoʃi	hoʃi	hoʃi	hoʃi				hoʃi	hoʃi		hoʃi	hoʃi	βuʃiː	høʃi	hoʃi	hoʃi		hoʃi	hoʃi	puʃi		hoʃi	hoʃi	hoʃi		hoʃi		hoʃi	hoʃi	hoʃi	βuʧi	hoʃi	
STONE_1	iʃina	eʃi		iʃi	iʃi	iʃi	iʃi	iʃi	iʃina	iʃi	iʃi	ʔiʃi		iʃi	iʃi	iʃi	eʃi			ʔiʃi	iʃi		iʃi	iʃ	iʃi	iʃi	iʃi	iʃi	iʃi		iʃi	eʃi	iʃi	iʃi		eʃi	iʃi	iʃi	iʃi	iʃi	iʃi	iʃi	eʃi	iʃi	iʃi	iʃi	iʃi	iʃi	iʃi	iʃi	iʃi	iʃi	eʃi	iʃi	iʃi	iʧi	iʃi	iʃi
STONE_2													isɨ					isɨ	isɨ																isɨ																							
STONE_3			esu																			esu								esu																												
SUCK_1		ʃi																																									ʃiː															
SUCK_2													jubzɨ																																	jubzɨ												
SUCK_3	suː		suru	suː	suː	suː	suː	suː	suː	suː	suː	ʔsuɴ		suː	suː	suː	suː	juvu̥	juvu̥	suːɴ	suː	suː	suː	suː	suː	suː	suː	suː	suː	suː	suː	suː	suː	suː	sɨːjuɴ	suː	suː	supujuɴ	suhu	suː	suː	suː		suː	suːɴ		suː	suː	suː	suː	suː	suː	su	suː	suː		suː	suː
SWIM_1												ʔuɴ								ʔumuɴ															ʔuɡjuɴ			ʔuiɡuɴ							uːɴ											ʔuɡuɴ		
SWIM_2													ujuɡzɨ					uːʣɨ	uːʣɨ																											uiɡzɨ												
SWIM_3		ojoŋu	ojoɡu	ojuɡu	ojoɡu	ojoŋu	ojoɡu			ojoɡu	ojoɡu			ojoɡu	ojoɡu	ojoŋu						ojoɡu	ojoɡu	ojoʔ	ojoɡu	ojeɡu	ojoŋu	ojoɴɡu	ojoɡu	ojoɡu	oeɡu		ojoɡu	ojoɴɡu			ojoɡu		øjøɡu	ojoɡu	ojoɡu	ojoŋu	ojoɡu					ojoɡu	ojoɡu		ojoɡu	ojoɴɡu		ojoɡu	ojoŋu		ojoɡu	ojoŋu
SWIM_4	abiru							miʣuabiʃiru	abiru								miʣuabisuru				aberu											miʣoabiru				abiru								miʣuabe			miʣuabisuru			abiru			miʤiaburu					
TAIL_1													ʣuː					ʤuː	ʣuː	ʣuː															ʤuːbu			ʤuː							ʣuː	ʤuː												
TAIL_2												busupu																																														
TAIL_3					obaʧi									oɴbaʧi														obaʔta																														
TAIL_4									oɴbo																																																	
TAIL_5																																																								duɴpani		
TAIL_6															o	oː					oː		oː				oː						o	o					wo	o		oː					o	oː				oː					o	oː
TAIL_7	oʔpo	ʃiʔpo	oʔpa	oʔpo		ʃiriʔpo	ʃiʔpo	ʃiʔpo		ʃiʔpo	oʔpo						ʃiriʔpo					oʔpa		ʃiːbo	oʔpo	ʃiribo				suʔpo	ʃiriʔpo	oʔpo				ʃiʔpo	ʃiʔpo				çiʔpo		ʃiːbo	ʃiʔpo					ʃiʔpo	ʃiriʔpo	ʃiʔpo		oʔpa	ʃiʔpo	ʃiʔpo			
THAT_1																														aeʣu																											aitu	
THAT_2													kai					kai	kari					ai									ai					ari		ai			aː		kari	kal												
THAT_3	are	are	ae	are	are	are	are	are	are	are				are	are	ae	are				are	are	are		are	aru	are	are	are		are	are		are	arɨ	are			kare		are	are		are			are	are	are	aru	are	are	are	are	are			are
THAT_4																																					eː																					
THAT_5											ui																																															
THEY_1		anoβutodaʤi	anoβutodaʣu		anoʃitora			anoʃitodaʧi							anoçitotaʧi						anoçitora	anoçidaʣu		aɴʃitaʔ					anoçitora											aitaʧi				anoçitoʔʧi				anoçitotaʧi		anoçitotaʧi	anoçitotaʧi				anoçitotaʧi			
THEY_2														arera																									kare																			
THICK_1												aʦahaɴ								aʔʦaɴ																																				aʦaɴ		
THICK_2																																							atuʃi																			
THIN_1	uʃuː	uʃie	usue	usuː	usui	usui	usuka	usui	uʃuː	usui	usukja		usɨkaɨ	usui	usui	usui	usue	ʔsukai			usui	usu	usui	uʃi	uʃiː	usuka	usui	usui	usui	usue	usi	usue	usuka	usui		uːse	uʃiː	ʔusuʃeɴ	usuʃi	usuka	usue	usui	oʃiː	usui			usui	usui	usui	uʔsui	usui	usui	uʔʃi	uʃiː	usui		usiː	usui
THIN_2												psɨʃahaɴ							psɨsɨkal	psɨʃi̥saːɴ															çiʃiːʃaɴ										pisaɴ	piʔsaːl										çiʦaɴ		
THINK_1												muɴ	umuː					umuː	umuː	ʔumuiɴ																		ʔumuiɴ							umuːɴ	umuː										ʔumuɴ		
THINK_2	omoː	omou	omoru	omou	omou	omou	omou	omou	omoː	omoː	omoːwa			omoː	omou	omou	omoː				omoː	omou	omou	omoː	omoː	omou	omou	omou	omou	omou	omuː	omoː	omoː	omou	omojuri	omoː	omoː			omoː	omoː	omou	omoː	omoː			omoː	omou	omoː	omoː	omoː	omou	omou	omoː	omoː		omuː	omou
THINK_3																																							ømøβu																			
THIS_1	køːʦu								køːʦu																					koeʣu																												
THIS_2		kore	koe	kore	kore	kore	kore	kore		kore	koi		kui	kore	kore	koe	kore	kui	kuri		kore	kore	kore	koi	kore	koru	kore	kore	kore		kore	kore	koi	kore	kurɨ	kore	kore	βuri	køre	koi	kore	kore	keː	kore	kuri	kul	kore	kore	kore	koru	kore	kore	kore	kore	kore		koitu	kore
THREE_1	miʔʦu	miʔʧi	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miːʦu	miʔʦu	miʔʦu	miʔʦu	miʔʦu	mɨːʦɨ	mɨːʦɨ	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miːʦɨ	mɨːʦɨ	miːʦɨ	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miʔtu	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miːʦɨ	miʔʦu	miʔʦu	miːʧi	mi	miʔʦu	miʔʦu	miʔʦu	meʔʧi	miʔʦu	miːʧi	mɨːʦɨ	miʔʦu	miʔʦu	miʔʦu	meʔʦu	miʔʦu	miʔʦu	miʔʧi	miʔʦu	miʔʦu	miʧi	miʔtu	miʔʦu
THROW_1													tɨ																																													
THROW_2																			teivu̥																																							
THROW_3																		jai																												jal												
THROW_4						hoːru								hoːru		horu							hoːru		hoʔpoːru		horu	hoːru	horu					hoːru			hoːru					hokoru						hoːru				horu						horu
THROW_5	naɡeru	naŋeru	naŋeru	naɡeru	naɡeru		naɡuru	naŋeru	naŋeru	naɡeru	naŋeru	naɴɡiruɴ			naŋeru		buɴnaŋeru			naɴɡiruɴ	naŋeru	naŋeru		naɡuʔ		naɡuru				naŋeru	naɡuru	naŋeru	naɡuru		naɡjuɴ	hoɴnaɡeru		naɡiːɴ	naɡu	naɡuʔ	naɡeru		naɡeː	naŋeru	naɴɡuɴ		naŋeru		naɡeru	naŋeru	naŋeru		naŋeru	naɡeru	naŋeru	naŋi	naɡuru	
TONGUE_1					bero			bero	bero	bero				bero	bero		bero													bero	bero		bero	ʃitabero			bero				bero			bero			bero	bero		bero								
TONGUE_2																		tʔa																																						tʔa		
TONGUE_3	ʃita	ʃita	suta	ʃita		heta	ʃita				ʃita	sɨta	sɨda			ʃita			sɨta	sɨta	heta	suda	ʃita	ʃita	ʃita	ʃita	ʃita	ʃita	ʃita			hera			sɨba	ʃiʔta		ʃiʧaː	ʃita	ʃita		ʃita	ʃita		ʃita	sɨta			ʃita		ʃita	çita	ʃita	ʃita	ʃita		ʃita	ʃita
TOOTH_1	ha	ha	ha	ha	haː	haː	ha	ha	ha	ha			paː	ha	ha	haː	ha	haː	paː	haː	haː	ha	haː	ha	ha	ha	haː	ha	haː	ha	ha	ha	ha	ha	ha	ha	ha	βaː	ha	ha	ha	haː	ha	ha	paː	paː	ha	haː	ha	haː	ha	haː	ha	ha	ha	ha	ha	haː
TOOTH_2											nukaba																																															
TOOTH_3												βuʦɨnupaɴ																																														
TWO_1	βutaʦu	βutaʔʧi	βutaʔʦu	βutaʔʦu	βutaːʦu	βutaʦu	βutaʦu	βutaʦu	βutaʦu	βutaʔʦu	βutaʦu	βutaːʦɨ	βutaːʦɨ	βutaʦu	βutaʦu	βutaʦu	βutaʦu	βutaːʦɨ	βutaːʦɨ	βutaːʣɨ	βutaʦu	βutaʔʦu	βutaʦu	βutaʔ	βutaːʦu	βutaʦu	βutaʦu	βutaːtu	βutaʦu	βutaʦu	βutaʦu	βutaʦu	βutaʦu	βutaʦu		βutaʔʦu	βutaʦu		βuta	βutaʦu	βutaʦu	βutaʦu	βutaʧi	βutaʦu	βutaːʧi	βutaːʦɨ	βutaʔʦu	βutaːʦu	βutaʦu	βutaʦu	βutaʦu	βutaʦu	βutaʔʧi	βutaːʦu	βutaʔʦu		βutaʦu	βutaʦuː
TWO_2																																			tʔaːʦɨ			taːʧi																		taʧi		
VOMIT_1																				aɡiruɴ				aɡuʔ																																		
VOMIT_2	haku	haɡu	haɡu	hau	haku	haku	haku	haɡu	haku	haku	haku		paksɨ	haku	haku	haku	haku	haβu			haku	haɡu	haku		haku	haku	haku	haku	haku	haɡu	haku	haku		haku	hakjuɴ	haku	haku	βakuɴ	haku	haku	haku	haku	haku	haku	pakuɴ	paksɨ	haɡu	haku	haku	haku	haku	haku	haɡu	haku	haku	haɡuɴ	haku	haku
VOMIT_3																																	tosu																									
VOMIT_4																			paʔtil																																							
VOMIT_5												muduʃiɴ																																														
WALK_1													aɨksɨ					aiʦɨ																												alksɨ												
WALK_2											eːmu																					eːbu				aebu								eːku														
WALK_3																																			ʔaʔkjuɴ			ʔaʔkuɴ																				
WALK_4	aruku	ariɡu	ariɡu	aruɡu	aruku	aruku	ajumu	aruku	aruku	aruɡu		aruɡuɴ		aruku	aruku	aruku	aruku		aruβu	araɡuɴ	aruku	aruɡu	aruku	ajuɴ	aruku	ajubu	aruku	aruku	aruku	aruɡu	ajumu		aruku	aruku			aruku		ajume	ajubu	aruku	aruku	ariku		arakuɴ		aruku	aruku	aruku	araku	aruɡu	aruku	ariɡu	aruku	aruku	aiɡuɴ	ajumu	aruku
WARM_1			aʔtaɡɛ					aʔtaɡe		aʔtakeː					aʔtakai		aʔtaɡɛː					aʔtaɡɛ			aʔtakeː		aʔtakai			aʔtaɡɛː		aʔtakeː	atataka			aʔtakɛ			atatakeʃi		aʔtakeː			aʔtakɛː			aʔtaɡai				atatakai		aʔtako		aʔtakai			
WARM_2				aʔʦuː																																																						
WARM_3	nukuʧeː	nuɡue			nukui		nuʔka		nukutø		nukuokja		nufukaɨ	nukui		nukui		nufukai	nufukam	nuβusaɴ	nukui		nukui	nuki		nuʔka		nukui	nukutai		nukuiː			nukui	nukuʃaɴ		nukiː	nukuʃeɴ		nuʔka		nukui	nokui		nuʔsaɴ	nufuʃaːl		nukui	nukui	nukui		nukui		nukui		nukusaɴ	nukui	nukui
WARM_4						ɲikutɛ																																																				
WARM_5												noːsahaɴ																																														
WATER_1	miʣu	miɴʤi	miɴʣu	miʣu	miʣu	miʣu	miʣu	miʣu	miʣu	miʣu	miʣu	miʣɨ	miʣɨ	miʣu	miʣu	miʣu	miʣu	miʣɨ	miʣɨ	miʣɨ	miʣu	miɴʣu	miʣu	miʔ	miʣu	miʣu	miʣu	miɴdu	miʣu	miɴʣu	miʣu	miʣu	miʣu	miʣu	mɨʣɨ	miʣu	miʣu	miʤi	midu	miʣu	miʣu	miʣu	meʤi	miʣu	miʤi	miʣɨ	miʣu	miʣu	miʣu	miʣu	miʣu	miʣu	miɴʤi	miʣu	miʣu	miɴ	miʣu	miʣu
WE_1		oreadaʤi						oredaʧi									oretaʧi					oredaʣu			oretaʧi																																	
WE_2													baɴta					baɴti	baɴti																	ʤibuɴtaʧi									baɴtaː	aɴta												
WE_3						urara																																	ware																			
WE_4	waʃiraː		waɴdo	wataʃidomo	wataʃira		ataʃidaʧi		waʃira	wataʃitaʧi	waira			waʃira	wataʃidomo	wataʃira					watera		otaʃira	ataitaʔ		wataʃidoɴ	wataʃira	wataʃiraː	wataʃira	wadasudaʦu	waʃitaʧi	waʃidomo	wataʃidomo	waʃira	wakja		wataʃiraː	waʔtaː		wataʃidomo	waʃira	wataʃira	wataʃidomo	waʃira			wataʃira	wataʃira	waʃiraː	waʃitaʧi	wataʃitaʧi	wataʃira	wadaʃida	wataʃitaʧi	wataʃidomo		waʃidoː	watera
WET_1	nureru	joŋoreru	nureru	nureru	nureru	nureru	nururu	nureru	nureru	nureru	peːru			nureru	nureru	nureru	nureru				nureru	nureru	nureru	nuruʔ	nureru	nururu	nureru	nureru	nureru	nureru	nururu	noreru	nuruʔ	nureru		joɡoreru	nureru		nuru	nuruʔ	nureru	nureru	noreː	nureru			nureru	nureru	nureru	nureru	nureru	nureru	joŋoreru	nureru	nureru		nururu	nureru
WET_2																																			nərjuɴ																							
WET_3													ɴmiɨ					ɴmiː	ɴmil																			ɴriːɴ								ɴmil												
WET_4												doʔfariruɴ								ʣoʔβiɴ																									ʣoʔβuɴ													
WET_5																																																								ɴɡaruɴ		
WHAT_1	dono	dono	dono	dono	dono	dono	dono	dono	dono	dono	dono			dono	dono	dono	dono			noː	dono	dono	dono	doɴ	dono	doɴ	dono	ɴdono	dono	dono	doɴ	dono	doɴ	dono	dɨɴ	dono	deːno			dono	dono	dono	dono	dono			dono	dono	dono	doɴ	dono	dono	dono	dono	dono		doɴ	dono
WHAT_2																																						nuːnu	nani						nuːnu											nuɴ		
WHAT_3																		inu	iʤinu																											ɴdənu												
WHAT_4												nuːjabaɴ																																														
WHAT_5													ɴʤi																																													
WHERE_1	doko	doɡo	doɡo	doː	doko	doko	doko	doko	doko	doko	doko			doko	doko	doko	doko				doko	doɡo	doko	doko	doko	doko	doko	ɴdoko	doko	doɡo	doko	doko	doko	doko		doko	doko		iduku	doko	doko	doko	doko	doko			doɡo	doko	doko	doko	doko	doko	doko	doko	doko		doko	doko
WHERE_2													ɴʣa					iʤa	iʣa																daː			raː							maː	ɴda												
WHITE_1	ʃirøː	ʃire		ʃireː	ʃiroi	ʃiroi	ʃiroka	maʔʃiro	ʃirøː	ʃiroi	ʃirokja			ʃiroi	ʃiroi	ʃiroi	ʃiroe				ʃiroi		ʃiroi	ʃire	ʃireː	ʃiroka	ʃiroi	ʃiroi	ʃiroi		maʔʃiri	ʃireːnamaʔʧireː	ʃiroka	ʃiroi		ʃireː	ʃireː	ʃiruʃeɴ	ʃiroʃi	ʃiroka	ʃire	ʃirøe	ʃiroe	ʃiroi			ʃiroi	ʃiroi	ʃiroi	ʃiroi	ʃiroi	ʃiroi	ʃiroe	ʃirøː	ʃiroi		ʃiriː	ʃiroi
WHITE_2												ʔsoːʃahaɴ																		ʔʃoe															ʔsoːɴ													
WHITE_3																				sɨsɨsaːɴ															sɨruʃaɴ																							
WHITE_4			sure																			sure																																				
WHITE_5													ʔsukaɨ					ʔsukai	ʔsukam																											ʔsuʃaːl												
WHITE_6																																																								ʦudari		
WHO_1																																						tanʧuː	ta						taʔtaː													
WHO_2													ɴʤipsɨtu					inusɨtu	talnupsɨtu																											ɴdinupsɨtu												
WHO_3		donoβutp	donoβuto	doɴçito	donoʃito	donoçito		donoʃito		donoʃito					donoçito	donoʃito	donoçito				donoçito	donoçito		doɴʃi	donoçito	donoçito	donoçito	ɴdonoçito	donoçito	donoçito	doɴʃito	donoʃito	donoçito	donoçito		donoʃito				donoçito	donoʃito	donoçito	donofuto	donoçito				donoçito	donomoɴ	donoçito	donoçito	donoçito	doeʤi	donoçito	donoçito			donoçito
WHO_4							dai				dai																																															
WHO_5	døːʦu								døːʦu														doiʦu												duɴʦʔu		deːʦu																				doitu	
WHO_6														dore																																												
WIDE_1	çirøː	ʃire	sure	çireː	çiroi	çiroi	çiroka	çiroi	çirøː	çiroi	çirokja			çiroi	çiroi	çiroi	çiroe				çiroi	çire	çiroi	çire	çireː	çiroka	çiroi	çiroi	çiroi	çiroe	çiri	ʃireː	çiroka	çiroi	çiruʃaɴ	çireː	çireː	çiruʃeɴ	çirøʃi	çiroka	βireː	çiroi	βuroe	çireː			çiroi	çiroi	çiroi	heroi	çiroi	çiroi	βiːre	çirøː	çiroi		çiriː	çiroi
WIDE_2																																													piʣoːɴ													
WIDE_3												psɨsuhaɴ	psɨsukaɨ						psɨsukal																											psɨsuʃaːl												
WIDE_4																				maiʃaːɴ																																				maisaɴ		
WIDE_5																		βuikai																																								
WIND_1	kaʣe	kaɴje	kaɴʣe	kade	kaʣe	kaje	kaje	kaʣe	kaʣe	kaʣe	kaʣe	kaʤi	kaʤi	kade	kaʣe	kaʣe	kaʣe	kadi	kaʤi	kaʤi	kaʣe	kaɴʣe	kaʣe	kaʣe	kaʣe	kaje	kaʣe	kaʣe	kaʣe	kaɴje	kaje	kaʣe	kaje	kaʣe	kaʤə	kaʣe	kaʣe	haʤi	kaʣe	kaje	kaʣe	kaʣe	kaʣe	kaʣe	kaʤi	kadi	kaʣe	kaʣe	kaʣe	kaʣe	kaʣe	kaʣe	kaɴʣe	kaje	kaʣe	kadi	kaje	kaʣe
WING_1	hane	hane	hane	hane	hane	hane	hane	hane	hane	hane	hane	pani	pani	hane	hane	hane	hane	hani	pani	pani	hane	hane	hane	hane	hane	hane	hane	hane	hane	hane	hane	hane	hane	haneɡeta	hanə	hane	hane	βani	hane	hane	hane	hane	hane	hane	pani	pani	hane	hane	hane	hane	hane	hane	hane	hane	hane	pani	hane	hane
WORM_1	memeʣo	mimiɴʤi	memeɴʣu	mimiʣu	mimiʣu	mimiʣu	mimiʣu	mimiʣu	memeʣu	memeʣu	memeʣume	mimiʤɨ	mimiʤɨ	mimiʣu	mimiʣu	mimiʣu	memeʣume	ʤɨmiʤɨ	ʤɨmiʤɨ	mimiʤɨ	mimiʣu	mimiɴʣu	mimiʣu	mimiʣu̥	memeʣu	mimiʣu	memeʣu	mimiʣu	mimiʣu	mimiɴʣu	mimiʣu	memeʣu	mimiʣu	memeʣu		memeʣu	mimiʣu	mimiʤi		mimiʣu	memeʣu	memeʣu	memeʤi	memeʣu	miːmaʤi	miːmiʤɨ	mimiʣu	memeʣu	mimiʣu	memeʣu	mimiʣu	memeʣu	memeɴʤi	mimiʣu	memeʣu	timimi	mimiʣu	memeʣu
WORM_2																																			meːʤa																							
YEAR_1	toʃi	toʃi		toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi			toʃi	toʃi	toʃi	toʃi				toʃi		toʃi	toʃi̥	toʃi	toʃi	toʃi	toʃi	toʃi		toʃi	toʃi	toʃi	toʃi	tuʃi	toʃi	toʃi	tuʃiː	tøʃi	toʃi	toʃi	toʃi	toʃi	toʃi	tuʃi		toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	tuʧi	toʃi	toʃi
YEAR_2			tosu									tusɨ	tusɨ					tusɨ	tusɨ	tusɨ		tosu								tosu																tusɨ												
YELLOW_1												ksɨɴksɨʃahaɴ								ksɨɴksɨɴ																																						
YELLOW_2						ukoɴ																ukoɴero																												okoɴiro			ukoɴ					
YELLOW_3													ksɨːru					ʦɨːru																																								
YELLOW_4	kiː	kiːro	kiːro	kiːro	kiːro		kina	kjuːro	kiːro	kiːro	kiːro			kiː	kiːro	kiː	kiːro		kiːru		kiːro		kiː	kinairo	kiːro	kina	kiːro	kiː	kiːro	kiːro	kiːro	kiːro	kiːro	kiːro	kʔiʔiro	kiero	kiːro	kiːru	ki	kiɴnaka	kiːro	kiːro	kiːro	kiːro	kiːru	kiːru	kiːro	kiːro	kiːro		kiːro	kiːro		kiː	kiːro	kirui	kina	kiː
