Gloss	Cahuilla	Central Tarahumara	Chemehuevi	Classical Nahuatl	Comanche	Cupeño	El Nayar Cora	Eudeve	Highland Puebla Nahuatl	Hopi	Huarijío	Huichol	Kawaiisu	Luiseño	Mayo	Mono	Northern Paiute	Northern Tepehuan	Panamint	Pima Bajo	Pipil	Pochutec	Serrano	Shoshoni	Southeastern Tepehuan	Southern Paiute	Teguima	Tetelcingo Nahuatl	Tohono O'odham	Tongva	Tubar	Tübatulabal	Ute	Yaqui
ROOT_31_root-1			tɨtɨnapɨ		tɨrana								tɨn			tɨtɨna	tɨna		tɨtɨna					tɨtɨna		tɨna							tɨnaapi	
ROOT_31_root-2		nawa		t͡ɬaneːlwat͡ɬ			naanaʔa	nava	naːlwat	ŋaʔat	nawa	nana			naːwa						inenɡwaho		ŋaːqaw				nawa	nelwajut͡ɬ~nelwat͡ɬ			namusir			nawa
ROOT_31_root-3														kʷiinamuʃ																wiwin		wiːʃi		
ROOT_31_root-4																		taca		tatka					tak				tatk					
ROOT_31_root-5						wala																												
ROOT_31_root-6	pukuʔu																																	
ROPE_													wʔivs							ɡui̯̯raʧa			ʦikoːtiʔ											
ROPE_55_rope-1																tɨqapːo	tɨkapːu																	
ROPE_55_rope-10			utumpɨ																															
ROPE_55_rope-11																										tɨʃa								
ROPE_55_rope-12																																	sapɨ	
ROPE_55_rope-13																																yuːwil		
ROPE_55_rope-14																							qai̯̯kʷt											
ROPE_55_rope-15	wanal																																	
ROPE_55_rope-16																				tahum														
ROPE_55_rope-17																		turovini							tɨrbui̯̯ɲ									
ROPE_55_rope-18																											bu							
ROPE_55_rope-19								teɡomi																										
ROPE_55_rope-2																			tɨmukːu					tɨmukːu										
ROPE_55_rope-20																															mitaranbsɡ			
ROPE_55_rope-21																													wuːɖ					
ROPE_55_rope-3		wiila			wia	wiʧuʔɨt					witari			wiiʧat	witeri																			wikia
ROPE_55_rope-4										wikpaŋwa																								
ROPE_55_rope-6							kai̯̯hnari					kau̯̯nari																						
ROPE_55_rope-7				mekaːt͡ɬ					mekat												mekat							mekat͡ɬ						
ROPE_55_rope-9													tuʔuru																					
ROUND_								tacore~tacoris																										kiiʧu
ROUND_12_round-1										pølaŋpɨ																potːo~poːtːø							pootːɨkːwatɨ	
ROUND_12_round-10	pumule																																	
ROUND_12_round-11																														turaːrkiwiʔ				
ROUND_12_round-12																													olas					
ROUND_12_round-14		ɡapo																																
ROUND_12_round-16				jawalli																														
ROUND_12_round-17									teolotik																									
ROUND_12_round-18																									xikoːl̥ik									
ROUND_12_round-2						puvɨ																												
ROUND_12_round-20														peeva																				
ROUND_12_round-21																							pucupuʔq											
ROUND_12_round-3					topːonitɨ		huʔura	ʦaporis			kahpola					atːɨppono		ʦabulica		kovolik				ponokantɨn			ʦapːŏra~ʦapːŏri							
ROUND_12_round-4			munuŋki																munukantɨn									miːmiːltiʦ						
ROUND_12_round-6								bola							lobːai̯̯~lobola																			lobola~robːoʔi
ROUND_12_round-7																	paʦːipːonoʔa~paʦːipːunuʔa																	
ROUND_12_round-8													muduʔnidɨ																			muluŋwal~muluʔuŋa		
SALT_93_salt-1	iŋily	kona			onːavi		unah	onat		øŋa	wona	uːna	owavi	eŋla	oona	omːa	onapi	onːe	omapin	on				onapin	on	oa			on	aŋor	onat	oːnahl	oapi	ona
SALT_93_salt-2				istat͡ɬ					istat͡ɬ												istat͡ɬ	ostet						istat͡ɬ						
SALT_93_salt-3			asoʔna																															
SALT_93_salt-4																							ʦukaʔt											
SALT_93_salt-6						jɨwal																												
SAND_																														piri				
SAND_91_sand-1		sate			pasiwapi		se	sa~sata			sete	ziakari~ziu̯kari	ʃihʷabɨ		seeʔe	pasːiwa	pasiwapːɨ		kuʦːapːɨh~pasiŋwampɨh	hia				pasiampin							sihat	ʃihpit	siwapːɨ	seeʔe
SAND_91_sand-11										tɨi̯̯wa																								
SAND_91_sand-12			otːapɨ																															
SAND_91_sand-2																		ore~oːe							oi̯̯ja				oʔoɖ					
SAND_91_sand-3						haxal																												
SAND_91_sand-4														exval									oːqʈ͡ʂ							uheːt~oːhit				
SAND_91_sand-5				ʃaːlli					ʃaːl												aʃal							ʃøliː						
SAND_91_sand-7	ŋaʧiʃ																																	
SAND_91_sand-8																										patɨ								
SAY_								teen				hai̯̯								aːɡa														
SAY_80_say-1																ine~ineː	ɨnakːwi~ɨnaʔwi									naːnia	era							
SAY_80_say-10	kutaʃ																																	
SAY_80_say-11					niːkʷi																			niːkʷi										
SAY_80_say-12																														paːri				
SAY_80_say-13																							kɨi̯̯											
SAY_80_say-16							ʃa																											
SAY_80_say-18																					inas													
SAY_80_say-19																											tui̯̯~tʰui̯̯							
SAY_80_say-2																			jɨkʷi															
SAY_80_say-3			mai̯̯										meː																				mai̯̯kːɨ~mai̯̯kːa	
SAY_80_say-4						jaxɨ								hihija																				
SAY_80_say-5		ʧani									ʦa~ʦe																							
SAY_80_say-6								aɡu̯an							hiawa			aːɡi											aːɡ		amwa~omwa			hiawa~hia
SAY_80_say-7				iʔtoːa					kihtoːa			ite								tɨʔɨ					tɨi̯̯jaʔ			htoa						
SAY_80_say-8																																piŋɡɨ		
SAY_80_say-9										kita																								
SEED_												imɨari																						
SEED_32_seed-1	puʧily		puʔipi			puʃ				poosi			puʔivi	puʃla		pusi	pui̯̯						puːʦ			puʔiɨ̯̯	vuʧit			puːʈ͡ʂin		punʒil	pɨʔiapi	
SEED_32_seed-2					pehe														pehe					pehe										
SEED_32_seed-3																				kai̯̯					kai̯̯ʧuk				kai̯̯					
SEED_32_seed-4				aʧt͡ɬi			aci	suvatzi	ʃinaːʧ		pahci	haci			baʧia						ajuhwaʧ~aju	aʧ						ʃiːnøʧt͡ɬi			waciran			baʧia
SEED_32_seed-6																		usːoqui̯̯																
SEED_32_seed-8		tali																																
SEE_		naʧi~neʔ											pikeː	tow				nianto																
SEE_66_see-1			punːiː		puni								pɨni			puni	puni~punːi~puʔni		pui̯̯					pui̯̯~puni		pɨni							pɨnikːa	
SEE_66_see-2	teew			itːa		tɨwa			ta					tiiwi							ita	ote						hta			tema~temo	taːwɨɡɨt		
SEE_66_see-3		eʔne~neʔne									neʔne	ni̯ere~zei̯̯						nunːide		nɨi̯̯d					nɨi̯̯ɲ				nɨi̯̯d					
SEE_66_see-4								vitzan							biʧːa												vitza							biʧa
SEE_66_see-6																							hihi											
SEE_66_see-7																														hutaa~huːtu				
SEE_66_see-8										jori																								
SEE_66_see-9							sei̯hra																											
SHARP_																											ɡui̯̯tzu							
SHARP_15_sharpblade-1			kɨwakai̯̯		kɨma								kuwaː			kɨwaː	kɨmaː		kɨma					kɨma		kɨŋʷaː							kuwaakatːɨ	
SHARP_15_sharpblade-10											jolame																							
SHARP_15_sharpblade-11		ʧuta																																
SHARP_15_sharpblade-13															bwawite																			bwawɨte~bwawi
SHARP_15_sharpblade-14							antamɨːmɨ																											
SHARP_15_sharpblade-16																												t͡ɬatekiː						
SHARP_15_sharpblade-2																		mucaɡo		mucada					muuk				muuk					
SHARP_15_sharpblade-3				tentia					teːneh												teni													
SHARP_15_sharpblade-4																							hacaːʔi											
SHARP_15_sharpblade-5	tama																																	
SHARP_15_sharpblade-6						ŋavɨ																												
SHARP_15_sharpblade-7														ʂowai̯̯																				
SHARP_15_sharpblade-8										qala																								
SHORT_8_short-1																											sapːada~sapːata							
SHORT_8_short-10																								kɨpihtɨn										
SHORT_8_short-11																				dumarica					dumaːl̥									
SHORT_8_short-12											eʔmeruma~aʔmerima																							
SHORT_8_short-14																														kamuhoʔ				
SHORT_8_short-15								ʧupica																										
SHORT_8_short-16																		kavulika																
SHORT_8_short-17					paʔitɨːci																													
SHORT_8_short-2															pooʧi																			poʧilai̯̯
SHORT_8_short-3				ʦicikicin					ʦikciːn																			ʦiciːkiːci						
SHORT_8_short-4			topici										tovʔepiːʧɨ			topːociʦːini			topːoʦːitɨ							topɨ~topːɨ						tabuːʔupil		
SHORT_8_short-5							ʦapwatun			ʦaava													qapockaʔ						ʂopolk					
SHORT_8_short-6	muti					mutɨqɨ																	ʦaːpuʔ~mutipik											
SHORT_8_short-7														kapakpamal																			kapaʔatːokowatːɨ	
SHORT_8_short-8		kuʔteli																			kutu													
SHORT_8_short-9																	miʦːi																	
SING_		nawahi																							kantaruʔ									
SING_81_sing-1			hupitːu													hupiaru			hupiatɨkːwɨ															
SING_81_sing-10														heela																				
SING_81_sing-11										taawma																								
SING_81_sing-12									kantaːroːa																									
SING_81_sing-13																																aːjaːn		
SING_81_sing-2					tɨnikʷɨ												tɨnikːwɨ																	
SING_81_sing-3													kaː													kaː							kaːi̯̯	
SING_81_sing-4																							ʦaːʈ͡ʂuʔ							ʧeːa				
SING_81_sing-5																		aneːnnui̯̯		nɨʔɨ									nɨʔɨ		njai̯̯ta			
SING_81_sing-6		wikara		kʷiːka			tjiʔiʧwiːka	biken			wiɡata	kʷika			bwiːka						takʷika	kʷike					ɡui̯̯ʦ	kʷika						bwika
SING_81_sing-7																								nitːoi̯̯										
SING_81_sing-8	taxmu																																	
SING_81_sing-9						hawɨ																												
SIT DOWN_																															nesa	aːhalʔ		jesa
SIT DOWN_76_sitsitdown-1			katɨ		katːɨ		ka	ʦatzi~dasi		qatɨ	kahti		karɨ		katːek	qatːɨ	katɨ~katːɨ		katːɨ					katːɨ~katɨ		katɨ					kate	halʔɨt	kati	kate
SIT DOWN_76_sitsitdown-10																												jewatiːka						
SIT DOWN_76_sitsitdown-11									tokocjeto																									
SIT DOWN_76_sitsitdown-12																									dakaʔ									
SIT DOWN_76_sitsitdown-2		asa~i										jerɨ~je~ja						dadai̯̯~daxani		daha							dasæ~da		daha					
SIT DOWN_76_sitsitdown-4				t͡ɬaːlliːa																	talia													
SIT DOWN_76_sitsitdown-5																							nɨːpq											
SIT DOWN_76_sitsitdown-6	hiw																																	
SIT DOWN_76_sitsitdown-7						naʧɨ																												
SIT DOWN_76_sitsitdown-8														tawa																				
SIT DOWN_76_sitsitdown-9																														jaʧo				
SIX_113_six-1			nava		naːbai̯̯tɨ					navai̯̯			navaha			naːbahii~tu	naːpahi		naːpai̯̯~nahapai̯̯					naːhpai̯̯h		navai̯̯						napaːi̯̯	navæuni	
SIX_113_six-2	kʷansuple					nemakʷanaŋaxsuplewet																												
SIX_113_six-3														pavaːhai̯̯									pæːvahiʔ											
SIX_113_six-4				ʧikʷaseː					ʧikʷaseːn~ʧikʷasin												ʧikʷasiːn	ʧukose~ʧiɡon						ʧɪkʷasi̯e						
SIX_113_six-5		usani						vusani			pusani				busani												busːani				osani			vusani~busani
SIX_113_six-6							arahsebi~arahsei̯̯																											
SIX_113_six-7																		naːdami																
SIX_113_six-8																				tutpo									ʦuːdp					
SIX_113_six-9																									hiʃumːan									
SKIN_35_skin-1					poʔoaʔ														poʔa					poʔanʔ								poːnt		
SKIN_35_skin-10						tukʔa																												
SKIN_35_skin-11														taavaʃ																				
SKIN_35_skin-12										ʦiipɨ																								
SKIN_35_skin-13																sipːoʔi									joʔ									
SKIN_35_skin-14																	pɨhɨ																	
SKIN_35_skin-2			asipɨ~asiʔa										asiaviʔ													asiaːʔ							siʔaːpi	
SKIN_35_skin-3																							qoʦ							axoxoʈ͡ʂ~axoːxoʦ	kucit~kvici			
SKIN_35_skin-4																		ulidaɡa		ɨlidaɡ									ɨldaɡ					
SKIN_35_skin-5				eʔwaːt͡ɬ																														
SKIN_35_skin-6		wiʧi					navi				wiʔci	nawi~wi																						
SKIN_35_skin-7				kwet͡ɬaʃt͡ɬi				beɡu̯at	kʷetaʃio						beewa						kʷetasti	kʷeteʃt					bewa	kʷiːt͡ɬaʃt͡ɬi						bea
SKIN_35_skin-9	saval																																	
SKY_		riwiɡaʧi																																
SKY_85_sky-1	tukvaʃ		tukumpa			tukvaʔaʃ				tokpela			tuɡu	tuupaʃ		tukupːa	tukupːaːtːɨ		tukumpana				tukumit~tuːkumit~tukumiʦ	tukumpin		tukun				tukupar		toːkoːmbahl	tukupːaja	
SKY_85_sky-2																				damacatuma					dʱam				daːmkahʧim					
SKY_85_sky-3		seʔpolɨtali						tevika			teweka				teeka~tewka			tɨvaɡi									teɡui̯̯kat				tamwakalit~temokalit			teeka
SKY_85_sky-4				ilwikat͡ɬ					elwiak												ilwakak							iːlfiːkak						
SKY_85_sky-5					tomːoːpi																													
SKY_85_sky-6							utʲe																											
SKY_85_sky-7												tahei̯̯ma																						
SLEEP_																																tahkin~atahkin		
SLEEP_69_sleep-1			ɨpːɨi̯̯		ɨːpɨi̯̯					pɨːwi			ɨpiː			ɨwi	ɨwi		ɨpːɨi̯̯					ɨpːɨi̯̯		apːɨi̯̯							əpːɨi̯	
SLEEP_69_sleep-2	kup					kupɨ								kup																				
SLEEP_69_sleep-3		ɡoʧi		koʧi			kucu	ʦotzon	koʧi		koci	kuci			koʧːe			ʦocose		koːʂ	kuʧi	koʧo			koːs		ʦotzi	koʧiː	koːʂ		kos			koʧe
SLEEP_69_sleep-4																																ʦuluːm~uculuːm		
SLEEP_69_sleep-5																							kuːman											
SLEEP_69_sleep-6																														jetamku̯a				
SMALL_																				sviːd														
SMALL_7_small-1					tɨe														tɨai̯̯					tɨai̯̯										ili
SMALL_7_small-10										ʦaako																								
SMALL_7_small-11																											baʧuʧu							
SMALL_7_small-12											nuʔiti																							
SMALL_7_small-13												pe~eʧipɨe~eʧimpe																						
SMALL_7_small-14				tepiton																														
SMALL_7_small-15									nohneːl																									
SMALL_7_small-16	iniʃily														iliiʧːi			alai̯̯~ali~arali		aritu			aɲiːʔi		ɨl̥iʔʦ					anuysi	ujir~uli			
SMALL_7_small-2																inociʦːiʔ	tɨːci				ʧihʧin							ʦiciːkiːci						
SMALL_7_small-3			miʔau̯̯nci																							miaʔ							miipːɨci	
SMALL_7_small-4							kɨlen																											
SMALL_7_small-5																													ʧumʧu					
SMALL_7_small-6								ʧupi																										
SMALL_7_small-7													ɨːvʔepiːʧi																					
SMALL_7_small-8		kuʔta				akulji																										kuʔuzubil		
SMALL_7_small-9														aluʔmal																				
SMOKE (EXHAUST)_												kʷau̯̯ni															piʧire			ʈ͡ʂiaːn				
SMOKE (EXHAUST)_95_smoke-1					kukːwiː		kɨci					kɨ~kɨci				kukkuhi		ʦubusci	kukːwiː	kuːbdaɡ				kukkʷiː~kʷiː	kubʱɨx				kuːbs					
SMOKE (EXHAUST)_95_smoke-2	miʔat	mori				miʔat		moraɡu̯a			morewa												moaːʔt				moh			maːt				
SMOKE (EXHAUST)_95_smoke-3				poːst͡ɬi					poːkti												pukti							pukt͡ɬi						
SMOKE (EXHAUST)_95_smoke-4			kʷihipː							kʷiiciŋwɨ			kʷuhidɨ		bwiciria		kʷiː									kʷiɨ̯							kʷiipɨ	bwiʧia
SMOKE (EXHAUST)_95_smoke-5														kuumit																				
SMOKE (EXHAUST)_95_smoke-8																																uːi̯̯ja		
SMOKE (EXHAUST)_95_smoke-9																															kupicit			
SNAKE_27_snake-1				koːwaːt͡ɬ				vacotz	kowaːt				toɡowa		baːkot	toqoqːwa	toko	ʦoːi̯̯	tokoa		kʷat	kuet		tokoa	koʔ	tokoa		kowat͡ɬ	koʔowi		koot		tokoapi	baakot
SNAKE_27_snake-12																				vinoi̯̯														
SNAKE_27_snake-13					kʷasinaboː																													
SNAKE_27_snake-15			kʷiːjaːci																															
SNAKE_27_snake-2																	pasːinuʔju																	
SNAKE_27_snake-3	sewet	sinoi̯				sɨwɨt					sinoi̯̯												hɨːŋt							ʃot				
SNAKE_27_snake-5							kuʔukuʔu					ku																						
SNAKE_27_snake-6																																tuhat		
SNAKE_27_snake-7																											sinot							
SNAKE_27_snake-8														piɨ̯̯qwala																				
SNAKE_27_snake-9										løloŋw																								
SNOW_																	tɨːkːwa															nŭpahl		
SNOW_89_snow-1			nɨːpaːpi~nɨpaɨ̯wa							nɨva			nɨvaci			nɨpa	pɨpapi									nɨpa				navakit		nɨbaʔɨt~ɨnɨbaʔ	nɨpɨapi	
SNOW_89_snow-2					takːavi														taha					takːa										
SNOW_89_snow-3	jui̯̯at					ajui̯̯ʔa								juːjit									ju̯at											
SNOW_89_snow-4		ɡepa~kipari									kepa							ɡucobejacupai̯̯		kɨv					kɨb				ɡɨv		kewat			
SNOW_89_snow-5															sapːam																			sapa
SNOW_89_snow-6				sepajawi			seeri	sutehri~sutewa	sekti																			tesiːbiːt͡ɬ						
SNOW_89_snow-7																											viracæiasojai̯							
SNOW_89_snow-8												ɨwi~ɨwija																						
STAND UP_77_standup-1	wewen	wili	wɨnɨ		wɨnːɨ	hiwɨnɨ		hueri		wɨnɨ	weri	we	wɨnɨ			wɨnɨ	wɨnɨ~wɨnːɨ		wɨnːɨ					wɨnɨ~wɨnːɨ		wɨnɨ	ɡuera				were	ɨi̯̯wɨn~ɨːʔɨwɨn	wɨni	
STAND UP_77_standup-2							ahʧesi								kiktek			ʦuke~ʦu̯anta~ʦucani		kɨːk					kɨkːaʔ				kɨːk					kikte
STAND UP_77_standup-3				iʔkaːʦ					ihkatok												ihkatuk							ihkatiːka						
STAND UP_77_standup-4																							ʦɨnuʔq											
STAND UP_77_standup-5														wiita																				
STAND UP_77_standup-6																														karuːk				
STAR_								sarin												siɨ̯̯ovaɡ~siavuɡui̯̯~uhapa														
STAR_84_star-1					tacinupi											tacinu			taʦːiu̯mpi					tacɨɨmpin										
STAR_84_star-10		seʔpoli									soʔpori																							
STAR_84_star-11																									ʧɨtʔ									
STAR_84_star-2			puːcipɨ										puːciːvɨ													puːci							puuciːpi	
STAR_84_star-3	suʔwet			sit͡ɬalin		suʔul			siːtaliːn	soohɨ				ʂuʔla				jujupa		huhuɡa	sital		huːʔʈ͡ʂ					sit͡ɬaliː	huʔu	ʃuʃjot	soo	ʃuːl		
STAR_84_star-4															ʧokːi																			ʧoki
STAR_84_star-5																											dærirai̯̯							
STAR_84_star-6																	paːtːusːupaʔa																	
STAR_84_star-8								sibora																										
STAR_84_star-9							ʃuʔuraʔave					zurawe																						
STONE_																										tɨn								
STONE_90_stonerock-1		ree	tɨmpi	tet͡ɬ	tɨpi		tjetʲe	tet	tet		tehte	tete	tɨbiʧɨ	toota	tetːa	tɨpːi	tɨpːi		tɨmpin		tet	tot	tɨmɨt	tɨmpin		tɨmpɨ	tet	ti̯etetu		tuːta~tota	tetat~terat	tɨnt	tɨpɨpːɨ	teta
STONE_90_stonerock-2	qawiʃ					kawiʃ																												
STONE_90_stonerock-3																		jodːe		hod					joːdai̯̯				hodai̯̯					
STONE_90_stonerock-4										ou̯̯a																								
SUN_																		tonːeli																
SUN_82_sun-1			tapapːɨci		tave			tavi		taawa		tau̯̯	tavi			tape	tapa		tapai̯̯					tape		tapa~tapi							tapaci	
SUN_82_sun-2				toːnatiu̯					toːnal												tunal	tunel						tunaliː						
SUN_82_sun-3							ʃɨka																											
SUN_82_sun-4	tamit					tamit								timet									taːmiat							tamit				
SUN_82_sun-5															taːʔa										ʧat		tæt				tata~tasalit	taːl		taaʔa
SUN_82_sun-6		rai̯̯enali									tahenari																							
SUN_82_sun-7																		tasːe		taʂ									taʂ					
SWIM_122_swim-1																pɑhɑpi	pɑhɑpi							pɑhɑpi										
SWIM_122_swim-10																												mɑːwilɑːnɑ						
SWIM_122_swim-11				aːkʷi																														
SWIM_122_swim-12															βɑhume																			βɑhume
SWIM_122_swim-13							ɑhɑu̯̯βe					hɑu̯̯~hɑu̯̯rikɑ																						
SWIM_122_swim-14		ɑʔke̠									kaʔkena																							
SWIM_122_swim-15																				komli̠miah														
SWIM_122_swim-16																													wɑʧːui̯̯					
SWIM_122_swim-17																															on~onɑ			
SWIM_122_swim-2					pɑhɑpitːɯ																													
SWIM_122_swim-3			nɑpːɑkːɯ																														ɑpipoti~nɑpɑkːi	
SWIM_122_swim-4													pɑːkenukʷːi																					
SWIM_122_swim-5						wɑj								wɑ̠̄jɑ																				
SWIM_122_swim-7										momortimɑ																								
SWIM_122_swim-8																			nokoi̯̯ʦoi̯̯h															
SWIM_122_swim-9																																aːpɑi̯̯ʔiʧ		
TAIL_													koʃivi																					
TAIL_40_tail-1	kʷas	wasi	kʷasi		kʷasi	qwaʃ	kʷasa	basit			wahsi	kʷari	kʷasi	piqwsiv	bwasia	qwaci	kʷasːi	bai̯̯di	kʷasi	bahi			wað	kʷesi	bʱai̯̯	kʷasi			bahi		bakusir	wiʃiː	kʷasici	bwasia
TAIL_40_tail-2				kʷit͡ɬapilli					kʷitapiːl												kʷitapil							kʷiːt͡ɬapiːl						
TAIL_40_tail-3										sɨri																								
THAT_			ukːɑ~mɑkːɑ			ɑxwə̠ʃ																						neːkɑ~neːkɑhoː				wɑnʦil~untuːkɑl		
THAT_120_that-1										pɑm																								
THAT_120_that-10				inoːn																								inoːneːkɑ~inoː						
THAT_120_that-11									nɑ																									
THAT_120_that-12																					uni													
THAT_120_that-13																											ve							
THAT_120_that-14												iwɑ						ɯɡɑi̯̯		ɯɡi									hɯɡʔɑi̯̯~hɯɡi~hɯɡʔi~hɯɡ~hɯɡɑʔi					wɑ~wɑi̯̯
THAT_120_that-15		mu~mi̠					mɯmɯ								huri~hu																			u~hu
THAT_120_that-16																															iki̠t			
THAT_120_that-18								ar																										
THAT_120_that-19																									ɡwiʔ									
THAT_120_that-2			utɯ~u		uti~oti								utɯ~sɑmɑnɑ~suʔunɑ~suʔutɯ~unɑ			u								utɯn		uʔu~u							utu~u	
THAT_120_that-20											puː																							
THAT_120_that-21			mɑ																				ama										mɑ	
THAT_120_that-22			mɑtɯ										sɑmɑtɯ																				mɑtɯ	
THAT_120_that-3																			sɑtɯ~sɑ															
THAT_120_that-4																	osu~okɑ																	
THAT_120_that-5	evat~et					əβət~ət																												
THAT_120_that-6														oːnu																				
THAT_120_that-7																							pat											
THAT_120_that-8																														peːʔe				
THAT_120_that-9																																wɑʔ		
THIS_			i		isɯ				nɑmel								isu																	
THIS_119_this-1	iʔ		ikːɑ			i̠ʔi	iːʔi			iʔ	ihi̠				iʔi	ihu	ikiɑ	iji								i						ij		i
THIS_119_this-10																												iːniːnɑːnkɑ~nɑːnkɑ						
THIS_119_this-2																			sitɯ~si					sitɯn										
THIS_119_this-3		e̠ʧi	iʦɯ		itːɯ								siʔitɯ~itɯ							idi̠							iti		iːdɑ~iːdʔɑ~id~iːdɑʔɑ		irɑ̠		iʧ	
THIS_119_this-4														iβi̠ʔ									iβiʔ											
THIS_119_this-5																														mine				
THIS_119_this-6				iniːn				eni	inɑ				inɑ~siʔinɑ								ini							iːniː					in	
THIS_119_this-7												ikɯ																						
THIS_119_this-8		je̠nɑ~jepunɑ̠																																
THIS_119_this-9																									djiʔ									
THOU_115_yousing-1		muhe̠	ɯmːi		ɯnɯ		mu̠ʔeː	eme		ɯm	mu̠ː		mumi~imi	om					ɯ~ɯmːi				ɯmiʔ	ɯnːɯ		imːi							ɯmɯ	
THOU_115_yousing-2	ʔet					əʔ										ɯh	ɯ													oːmɑʔ				
THOU_115_yousing-3																											ma							
THOU_115_yousing-4				teh								iɑku									tɑhɑ							tɑhɑ						
THOU_115_yousing-5																		ɑːpi		aːpi									aːpi~aːpiʔi					
THOU_115_yousing-6															empo																ipu̠	impi		empo
THREE_110_three-1	paha	bikija	pahi	eːi̯̯	pahihtɨ	pah	wai̯̯hka	vei̯̯dum	eːji	paːjom	pai̯̯ka	hai̯̯ka	pehe~peheju	paːhai̯̯	bahi	pahii~tu	pahiju	vai̯̯ka	pahi~pai̯̯	vai̯̯ko	jeːi̯̯	ejom	paːhiʔ	pai̯̯h	vai̯̯k	pai̯̯	vai̯̯de	jei̯̯ɪ	wai̯̯k	paheʔ	vajir	paːi̯̯	pai̯̯ni	bahi
THROW_								toran										vupe		vanicuna														
THROW_78_throw-1																wɨnaʔi	wɨnai̯̯																winai̯̯	
THROW_78_throw-10														mati																				
THROW_78_throw-11																		bu̯anta~bu̯ani							mai̯̯bu̯aʔ									
THROW_78_throw-12																											qui̯̯ʦ							
THROW_78_throw-13								hiserani																										
THROW_78_throw-14											ʦewa																							
THROW_78_throw-15		oʔta~i																																
THROW_78_throw-16																															okoa~wokoa			
THROW_78_throw-17							rai̯̯																											
THROW_78_throw-18												hɨa~hɨwa																						
THROW_78_throw-19				t͡ɬaːsa																														
THROW_78_throw-2			tɨtapi		tɨtawɨː								tavi						taŋwi					tawi		tɨtapo								
THROW_78_throw-20				moːt͡ɬa					mota												muːta	mote						multa~mut͡ɬa						
THROW_78_throw-21									tatamoːta																									
THROW_78_throw-22																														piʔ				
THROW_78_throw-3										tɨːva																								
THROW_78_throw-4																				daʔitud									daʔiʧud					
THROW_78_throw-5															himːa																			hima
THROW_78_throw-6																																apalak~palak		
THROW_78_throw-7																							pukai̯̯											
THROW_78_throw-8	ʔamin																																	
THROW_78_throw-9						wiʧaxɨ															wetctuk													
TONGUE_49_tongue-1			akompi		eko								eɡubɨ			eqo	iko		ai̯̯ko					eko		akon							akopːɨ	
TONGUE_49_tongue-2	naŋily			nenepiːlli		nɨŋʔa	njanuri	nenet	nenepiːl	leŋi	jeni	teni			ninːi			nun		nɨːn	nepil		naŋaʦ		nɨn		nene	nenepiːl	nɨːni	noŋin	ninir	lalant		nini
TONGUE_49_tongue-3														weeji																				
TONGUE_49_tongue-4		ʧamekoala~ʧameroala																																
TOOTH_																														taːmin				
TOOTH_48_tooth-1	tamal	rame	tawampi	t͡ɬant͡ɬi	tama	tamʔa	tame	tamit	taːn	tama	tame	tame	tawabi	tamat	tamːi	tawa	tama	tatam	tama	taːtam	tan		taːm	taman	tatam	taŋwan		t͡ɬankoʧ	taːtami	tatam	tamor~tamanr	tamant	tawapːɨ	tami
TREE_28_tree-1																	sɨŋːapi		sɨŋapi															
TREE_28_tree-10																							wamat											
TREE_28_tree-11																														tuvaːr				
TREE_28_tree-12										ʦoki																								
TREE_28_tree-13																				ʂaʔi														
TREE_28_tree-14		kusi																																
TREE_28_tree-2					huːppi													ost		usi				huːppin					uːs		uːta~uta~kot	uːʔut	ipici	
TREE_28_tree-3			mahapɨ																							maʔapɨ								
TREE_28_tree-4	kelawat					kɨlawat	kɨje	ʦut			kuʔu	kɨje		kulawut	kuta												ʦuht							kuta
TREE_28_tree-5																									tu̯a									
TREE_28_tree-6				kʷawit͡ɬ					kʷowit												kʷawit	kʷaɡut						kʷabiːt͡ɬ						
TREE_28_tree-8																wɨnɨppɨ																		
TREE_28_tree-9													wovi																					
TWO_								ɡoʦ																										
TWO_4_two-1	wih	okʷa		oːme		wih		ɡodum	oːme	løːyøm	woka	huta		we	wooji			ɡoca		ɡoːk	ume	omem	wo				ɡode	unte~ume	ɡoːk	wehe	nyor~njohor	woː		woi̯
TWO_4_two-3			waha		waha								waha			waha	waha		waha					waha		waː							wai̯̯ni	
TWO_4_two-4							waʔapwa																											
TWO_4_two-5																									jumai̯̯									
VOMIT_																											hinːŭa							
VOMIT_65_vomit-1		oʔyo			oːʔi			dodan		nai̯̯øʔ	joʔa					oːʔi	oaʔi										dodoa							
VOMIT_65_vomit-10							haraʔari																											
VOMIT_65_vomit-11				maːjau̯nit͡ɬa																														
VOMIT_65_vomit-12									takepa																									
VOMIT_65_vomit-2			pipːitːana										pitahni~pipitahni													pipːitːaʔni								
VOMIT_65_vomit-3	pipivis														bisata			biosːe		vihota			piːʂ		biotaʔ				wihos					bisata
VOMIT_65_vomit-4																					mcuta							sut͡ɬa~jesut͡ɬa						
VOMIT_65_vomit-5																			motoʔi															
VOMIT_65_vomit-6																								wɨtːoi̯̯										
VOMIT_65_vomit-7																																wajuːb~awajuːp		
VOMIT_65_vomit-8						ŋina																												
VOMIT_65_vomit-9														mijai̯̯																				
WALK_												uwa															ʦudakæi~ʦudadadai̯̯							
